"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSEV08","Transportation and Infrastructure","Member",6,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSEV10","Clean Air and Nuclear Safety","Member",5,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSEV15","Fisheries, Water, and Wildlife","Member",5,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSJU","Senate Committee on the Judiciary","Member",3,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSJU04","Immigration and the National Interest","Chairman",1,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSJU22","Crime and Terrorism","Member",3,16369
"Sessions, Jeff","Jeff Sessions","Senator","AL","R",2000,"BASF Corp","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",4,16369
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","JSTX","Joint Committee on Taxation","Member",2,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Ranking Member",1,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF13","Commodities, Risk Management and Trade","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF14","Conservation, Forestry and Natural Resources","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF15","Rural Development and Energy","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSAF17","Livestock, Marketing and Agriculture Security","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSBU","Senate Committee on the Budget","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSEG","Senate Committee on Energy and Natural Resources","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSEG01","Energy","Member",3,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSEG03","Public Lands, Forests, and Mining","Member",2,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSEG04","National Parks","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSFI","Senate Committee on Finance","Member",3,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSFI10","Health Care","Ranking Member",1,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D",1000,"BASF Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Member",3,65519
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",11,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSAF13","Commodities, Risk Management and Trade","Member",6,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSAF15","Rural Development and Energy","Member",6,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSAF17","Livestock, Marketing and Agriculture Security","Member",5,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM","Senate Committee on Commerce, Science, and Transportation","Chairman",1,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM01","Aviation Operations, Safety, and Security","Ex Officio",12,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Ex Officio",8,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ex Officio",7,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM24","Space, Science, and Competitiveness","Ex Officio",7,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ex Officio",10,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSCM26","Communications, Technology, Innovation, and the Internet","Ex Officio",13,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSFI","Senate Committee on Finance","Member",7,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSFI11","Taxation and IRS Oversight","Member",5,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSFI12","Energy, Natural Resources, and Infrastructure","Member",6,2036
"Thune, John","John Thune","Senator","SD","R",1000,"BASF Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Member",4,2036
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SLIN","Senate Select Committee on Intelligence","Member",4,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",6,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSBK04","Securities, Insurance, and Investment","Ranking Member",1,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSBK05","National Security and International Trade and Finance","Member",2,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSBK08","Financial Institutions and Consumer Protection","Member",5,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSBU","Senate Committee on the Budget","Member",6,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSFI","Senate Committee on Finance","Member",12,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSFI10","Health Care","Member",6,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSFI11","Taxation and IRS Oversight","Member",8,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSFI14","Fiscal Responsibility and Economic Growth","Ranking Member",1,177
"Warner, Mark","Mark R. Warner","Senator","VA","D",3000,"BASF Corp","SSRA","Senate Committee on Rules and Administration","Member",5,177
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","JSTX","Joint Committee on Taxation","Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SLIN","Senate Select Committee on Intelligence","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSBU","Senate Committee on the Budget","Member",3,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSEG","Senate Committee on Energy and Natural Resources","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSEG03","Public Lands, Forests, and Mining","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSEG04","National Parks","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSEG07","Water and Power","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI","Senate Committee on Finance","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI02","Social Security, Pensions, and Family Policy","Ex Officio",3,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI10","Health Care","Ex Officio",7,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI11","Taxation and IRS Oversight","Member",9,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI12","Energy, Natural Resources, and Infrastructure","Ex Officio",6,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D",2000,"BASF Corp","SSFI14","Fiscal Responsibility and Economic Growth","Ex Officio",2,1013
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSFA","House Committee on Foreign Affairs","Member",12,502
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSFA05","Asia and the Pacific","Member",2,502
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSFA16","Africa, Global Health, Global Human Rights, and International Organizations","Member",3,502
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSSY","House Committee on Science, Space, and Technology","Member",8,502
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSSY16","Space","Member",2,502
"Bera, Ami","Ami Bera","Representative","CA","D",1000,"Bayer Corp","HSSY18","Environment","Member",4,502
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Member",21,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSIF14","Health","Member",11,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSIF16","Communications and Technology","Member",11,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSIF17","Commerce, Manufacturing, and Trade","Member",9,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSVR","House Committee on Veterans' Affairs","Member",3,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R",1000,"Bayer Corp","HSVR03","Health","Member",2,1039
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSBU","House Committee on the Budget","Member",9,131054
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Vice Chair",9,131054
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSIF02","Oversight and Investigations","Member",4,131054
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSIF14","Health","Member",7,131054
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSIF16","Communications and Technology","Member",4,131054
"Blackburn, Marsha","Marsha Blackburn","Representative","TN","R",4000,"Bayer Corp","HSIF17","Commerce, Manufacturing, and Trade","Member",3,131054
"Brady, Kevin","Kevin Brady","Representative","TX","R",1000,"Bayer Corp","HSWM","House Committee on Ways and Means","Chair",1,4083
"Brady, Kevin","Kevin Brady","Representative","TX","R",1000,"Bayer Corp","JSEC","Joint Economic Committee","Chairman",1,4083
"Brady, Kevin","Kevin Brady","Representative","TX","R",1000,"Bayer Corp","JSTX","Joint Committee on Taxation","Member",3,4083
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Member",7,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSIF03","Energy and Power","Member",6,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSIF14","Health","Member",3,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSIF18","Environment and the Economy","Member",5,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSII","House Committee on Natural Resources","Member",16,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSII06","Energy and Mineral Resources","Member",7,2036
"Capps, Lois","Lois Capps","Representative","CA","D",1000,"Bayer Corp","HSII10","Federal Lands","Member",8,2036
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R",1000,"Bayer Corp","HSGO","House Committee on Oversight and Government Reform","Chair",1,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R",1000,"Bayer Corp","HSJU","House Committee on the Judiciary","Member",12,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R",1000,"Bayer Corp","HSJU03","Courts, Intellectual Property, and the Internet","Member",10,32752
"Chaffetz, Jason","Jason Chaffetz","Representative","UT","R",1000,"Bayer Corp","HSJU08","Crime, Terrorism, Homeland Security, and Investigations","Member",6,32752
"Cleaver, Emanuel","Emanuel Cleaver","Representative","MO","D",3500,"Bayer Corp","HSBA","House Committee on Financial Services","Member",12,65519
"Cleaver, Emanuel","Emanuel Cleaver","Representative","MO","D",3500,"Bayer Corp","HSBA04","Housing and Insurance","Ranking Member",1,65519
"Cleaver, Emanuel","Emanuel Cleaver","Representative","MO","D",3500,"Bayer Corp","HSBA09","Oversight and Investigations","Member",3,65519
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R",2500,"Bayer Corp","HSAP","House Committee on Appropriations","Member",7,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R",2500,"Bayer Corp","HSAP02","Defense","Member",3,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R",2500,"Bayer Corp","HSAP04","State, Foreign Operations, and Related Programs","Member",4,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R",2500,"Bayer Corp","HSAP23","Financial Services and General Government","Chair",1,32752
"DeGette, Diana","Diana DeGette","Representative","CO","D",1000,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Member",6,16369
"DeGette, Diana","Diana DeGette","Representative","CO","D",1000,"Bayer Corp","HSIF02","Oversight and Investigations","Ranking Member",1,16369
"DeGette, Diana","Diana DeGette","Representative","CO","D",1000,"Bayer Corp","HSIF16","Communications and Technology","Member",8,16369
"DeGette, Diana","Diana DeGette","Representative","CO","D",1000,"Bayer Corp","HSIF18","Environment and the Economy","Member",4,16369
"Dingell, Debbie","Debbie Dingell","Representative","MI","D",2500,"Bayer Corp","HSBU","House Committee on the Budget","Member",11,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D",2500,"Bayer Corp","HSII","House Committee on Natural Resources","Member",14,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D",2500,"Bayer Corp","HSII10","Federal Lands","Member",7,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D",2500,"Bayer Corp","HSII13","Water, Power and Oceans","Member",10,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D",2500,"Bayer Corp","HSII15","Oversight and Investigations","Ranking Member",1,32752
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",5000,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Member",24,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",5000,"Bayer Corp","HSIF03","Energy and Power","Member",13,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",5000,"Bayer Corp","HSIF14","Health","Member",13,367
"Ellmers, Renee","Renee L. Ellmers","Representative","NC","R",5000,"Bayer Corp","HSIF16","Communications and Technology","Member",14,367
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D",3500,"Bayer Corp","HSIF","House Committee on Energy and Commerce","Member",3,114
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D",3500,"Bayer Corp","HSIF16","Communications and Technology","Ranking Member",1,114
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R",8000,"Bayer Corp","HSAP","House Committee on Appropriations","Member",2,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R",8000,"Bayer Corp","HSAP02","Defense","Chair",1,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R",8000,"Bayer Corp","HSAP10","Energy and Water Development, and Related Agencies","Member",2,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R",8000,"Bayer Corp","HSAP15","Homeland Security","Vice Chair",3,16616
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSAG","House Committee on Agriculture","Member",8,1013
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSAG03","Nutrition","Member",4,1013
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSAG16","General Farm Commodities and Risk Management","Member",5,1013
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSPW","House Committee on Transportation and Infrastructure","Member",12,1013
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSPW02","Water Resources and Environment","Chair",1,1013
"Gibbs, Bob","Bob Gibbs","Representative","OH","R",5000,"Bayer Corp","HSPW07","Coast Guard and Maritime Transportation","Member",4,1013
